order_id,item_id,product_id,quantity,list_price_x,discount,source_x,extraction_date_x,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source_y,extraction_date_y,is_late,days_late,delivery_status,product_name,brand_id,category_id,model_year,list_price_y,source,extraction_date,exchange_rate,local_price_egp,brand_name,source_brand,extraction_date_brand,first_name,last_name,phone,email,street,city,state,zip_code,source_customer,extraction_date_customer,locality,store_name,phone_store,email_store,street_store,city_store,state_store,zip_code_store,source_store,extraction_date_store,category_name,source_category,extraction_date_category,first_name_staff,last_name_staff,email_staff,phone_staff,active,store_id_staff,manager_id,source_staff,extraction_date_staff,quantity_stock,source_stock,extraction_date_stock
316,2,16,2,599.99,0.1,postgres db,2025-04-18 21:40:55,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Shawnda,Glover,0,shawnda.glover@gmail.com,138 Belmont Ave. ,Liverpool,NY,13090,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,20.0,data lake,2025-04-18 21:40:55
316,3,20,1,599.99,0.1,postgres db,2025-04-18 21:40:55,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Shawnda,Glover,0,shawnda.glover@gmail.com,138 Belmont Ave. ,Liverpool,NY,13090,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,20.0,data lake,2025-04-18 21:40:55
316,4,19,1,449.0,0.2,postgres db,2025-04-18 21:40:55,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,data lake,2025-04-18 21:40:55,51.1269,22955.9781,Pure Cycles,data lake,2025-04-18 21:40:55,Shawnda,Glover,0,shawnda.glover@gmail.com,138 Belmont Ave. ,Liverpool,NY,13090,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,15.0,data lake,2025-04-18 21:40:55
316,5,17,1,429.0,0.05,postgres db,2025-04-18 21:40:55,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,data lake,2025-04-18 21:40:55,51.1269,21933.4401,Pure Cycles,data lake,2025-04-18 21:40:55,Shawnda,Glover,0,shawnda.glover@gmail.com,138 Belmont Ave. ,Liverpool,NY,13090,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,3.0,data lake,2025-04-18 21:40:55
317,1,10,1,1549.0,0.2,postgres db,2025-04-18 21:40:55,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Surly Straggler - 2016,8,4,2016,1549.0,data lake,2025-04-18 21:40:55,51.1269,79195.5681,Surly,data lake,2025-04-18 21:40:55,Mariam,Miranda,0,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cyclocross Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,13.0,data lake,2025-04-18 21:40:55
317,2,22,1,269.99,0.05,postgres db,2025-04-18 21:40:55,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Mariam,Miranda,0,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,0.0,data lake,2025-04-18 21:40:55
317,3,15,1,529.99,0.05,postgres db,2025-04-18 21:40:55,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Moto 1 - 2016,1,3,2016,529.99,data lake,2025-04-18 21:40:55,51.1269,27096.745731,Electra,data lake,2025-04-18 21:40:55,Mariam,Miranda,0,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,6.0,data lake,2025-04-18 21:40:55
317,4,13,2,269.99,0.2,postgres db,2025-04-18 21:40:55,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Mariam,Miranda,0,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
318,1,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Mallie,Osborn,0,mallie.osborn@gmail.com,9022 Bridgeton St. ,Newburgh,NY,12550,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
318,2,25,2,499.99,0.2,postgres db,2025-04-18 21:40:55,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,data lake,2025-04-18 21:40:55,51.1269,25562.938731,Electra,data lake,2025-04-18 21:40:55,Mallie,Osborn,0,mallie.osborn@gmail.com,9022 Bridgeton St. ,Newburgh,NY,12550,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Comfort Bicycles,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,18.0,data lake,2025-04-18 21:40:55
318,3,9,1,2999.99,0.05,postgres db,2025-04-18 21:40:55,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late,Trek Conduit+ - 2016,9,5,2016,2999.99,data lake,2025-04-18 21:40:55,51.1269,153380.18873099997,Trek,data lake,2025-04-18 21:40:55,Mallie,Osborn,0,mallie.osborn@gmail.com,9022 Bridgeton St. ,Newburgh,NY,12550,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Electric Bikes,data lake,2025-04-18 21:40:55,Venita,Daniel,venita.daniel@bikes.shop,0,1,2.0,5.0,data lake,2025-04-18 21:40:55,17.0,data lake,2025-04-18 21:40:55
319,1,11,1,1680.99,0.07,postgres db,2025-04-18 21:40:55,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Surly Straggler 650b - 2016,8,4,2016,1680.99,data lake,2025-04-18 21:40:55,51.1269,85943.807631,Surly,data lake,2025-04-18 21:40:55,Danyell,Dickerson,0,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cyclocross Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,21.0,data lake,2025-04-18 21:40:55
319,2,21,1,269.99,0.2,postgres db,2025-04-18 21:40:55,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Danyell,Dickerson,0,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,16.0,data lake,2025-04-18 21:40:55
319,3,15,2,529.99,0.1,postgres db,2025-04-18 21:40:55,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Electra Moto 1 - 2016,1,3,2016,529.99,data lake,2025-04-18 21:40:55,51.1269,27096.745731,Electra,data lake,2025-04-18 21:40:55,Danyell,Dickerson,0,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,6.0,data lake,2025-04-18 21:40:55
319,4,23,1,299.99,0.05,postgres db,2025-04-18 21:40:55,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,data lake,2025-04-18 21:40:55,51.1269,15337.558731,Electra,data lake,2025-04-18 21:40:55,Danyell,Dickerson,0,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,12.0,data lake,2025-04-18 21:40:55
320,1,2,1,749.99,0.1,postgres db,2025-04-18 21:40:55,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,data lake,2025-04-18 21:40:55,51.1269,38344.663731,Ritchey,data lake,2025-04-18 21:40:55,Carola,Johns,0,carola.johns@msn.com,7077 Fordham Rd. ,Santa Cruz,CA,95060,data lake,2025-04-18 21:40:55,local,Santa Cruz Bikes,(831) 476-4321,0,3700 Portola Drive,Santa Cruz,CA,0.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Mireya,0,mireya.copeland@bikes.shop,(831) 555-5555,1,1.0,1.0,data lake,2025-04-18 21:40:55,5.0,data lake,2025-04-18 21:40:55
321,1,4,2,2899.99,0.2,postgres db,2025-04-18 21:40:55,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,data lake,2025-04-18 21:40:55,51.1269,148267.498731,Trek,data lake,2025-04-18 21:40:55,Arcelia,Vinson,0,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
321,2,12,2,549.99,0.2,postgres db,2025-04-18 21:40:55,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Townie Original 21D - 2016,1,3,2016,549.99,data lake,2025-04-18 21:40:55,51.1269,28119.283731,Electra,data lake,2025-04-18 21:40:55,Arcelia,Vinson,0,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
321,3,26,1,599.99,0.2,postgres db,2025-04-18 21:40:55,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Arcelia,Vinson,0,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Comfort Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
321,4,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,data lake,2025-04-18 21:40:55,51.1269,15337.558731,Electra,data lake,2025-04-18 21:40:55,Arcelia,Vinson,0,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,12.0,data lake,2025-04-18 21:40:55
322,1,13,2,269.99,0.2,postgres db,2025-04-18 21:40:55,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Lea,Irwin,0,lea.irwin@gmail.com,845 Adams Lane ,New Windsor,NY,12553,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
322,2,21,1,269.99,0.07,postgres db,2025-04-18 21:40:55,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Lea,Irwin,0,lea.irwin@gmail.com,845 Adams Lane ,New Windsor,NY,12553,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,16.0,data lake,2025-04-18 21:40:55
323,1,13,2,269.99,0.07,postgres db,2025-04-18 21:40:55,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Heide,Reed,0,heide.reed@yahoo.com,9174 Coffee Drive ,Floral Park,NY,11001,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,1.0,data lake,2025-04-18 21:40:55
323,2,26,2,599.99,0.1,postgres db,2025-04-18 21:40:55,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,data lake,2025-04-18 21:40:55,51.1269,30675.628731,Electra,data lake,2025-04-18 21:40:55,Heide,Reed,0,heide.reed@yahoo.com,9174 Coffee Drive ,Floral Park,NY,11001,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Comfort Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
324,1,2,2,749.99,0.1,postgres db,2025-04-18 21:40:55,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,data lake,2025-04-18 21:40:55,51.1269,38344.663731,Ritchey,data lake,2025-04-18 21:40:55,Garland,Weaver,0,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,16.0,data lake,2025-04-18 21:40:55
324,2,17,1,429.0,0.2,postgres db,2025-04-18 21:40:55,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,data lake,2025-04-18 21:40:55,51.1269,21933.4401,Pure Cycles,data lake,2025-04-18 21:40:55,Garland,Weaver,0,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,3.0,data lake,2025-04-18 21:40:55
324,3,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,data lake,2025-04-18 21:40:55,51.1269,13803.751731,Electra,data lake,2025-04-18 21:40:55,Garland,Weaver,0,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Children Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,0.0,data lake,2025-04-18 21:40:55
324,4,19,1,449.0,0.05,postgres db,2025-04-18 21:40:55,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,data lake,2025-04-18 21:40:55,51.1269,22955.9781,Pure Cycles,data lake,2025-04-18 21:40:55,Garland,Weaver,0,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,15.0,data lake,2025-04-18 21:40:55
324,5,12,1,549.99,0.05,postgres db,2025-04-18 21:40:55,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late,Electra Townie Original 21D - 2016,1,3,2016,549.99,data lake,2025-04-18 21:40:55,51.1269,28119.283731,Electra,data lake,2025-04-18 21:40:55,Garland,Weaver,0,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
325,1,7,1,3999.99,0.05,postgres db,2025-04-18 21:40:55,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,data lake,2025-04-18 21:40:55,51.1269,204507.088731,Trek,data lake,2025-04-18 21:40:55,Ernestina,Skinner,0,ernestina.skinner@hotmail.com,52 Spring Drive ,Elmhurst,NY,11373,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,8.0,data lake,2025-04-18 21:40:55
325,2,12,1,549.99,0.2,postgres db,2025-04-18 21:40:55,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Electra Townie Original 21D - 2016,1,3,2016,549.99,data lake,2025-04-18 21:40:55,51.1269,28119.283731,Electra,data lake,2025-04-18 21:40:55,Ernestina,Skinner,0,ernestina.skinner@hotmail.com,52 Spring Drive ,Elmhurst,NY,11373,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Cruisers Bicycles,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,2.0,data lake,2025-04-18 21:40:55
325,3,6,2,469.99,0.2,postgres db,2025-04-18 21:40:55,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,data lake,2025-04-18 21:40:55,51.1269,24029.131731,Surly,data lake,2025-04-18 21:40:55,Ernestina,Skinner,0,ernestina.skinner@hotmail.com,52 Spring Drive ,Elmhurst,NY,11373,data lake,2025-04-18 21:40:55,not_local,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432.0,data lake,2025-04-18 21:40:55,Mountain Bikes,data lake,2025-04-18 21:40:55,Marcelene,Boyer,0,(516) 379-4445,1,2.0,5.0,data lake,2025-04-18 21:40:55,11.0,data lake,2025-04-18 21:40:55
